"priority","namespace","key","english","current_tamil","appears_on","flag","CORRECTED_TAMIL","REVIEWER_NOTES"
"2-CORE","auth","slide3Description","Together we can build safer streets, reduce waste, rescue animals, and support one another through everyday acts of kindness.","சேர்ந்து நாம் பாதுகாப்பான தெருக்களை உருவாக்கலாம், வீணாவதைக் குறைக்கலாம், விலங்குகளைக் காப்பாற்றலாம், தினசரி இரக்க செயல்களால் ஒருவருக்கொருவர் ஆதரவளிக்கலாம்.","(not found — may be built dynamically)","","",""
"2-CORE","auth","slide3Title","Every Small Act Matters","ஒவ்வொரு சிறு செயலும் முக்கியம்","(not found — may be built dynamically)","","",""
"2-CORE","auth","takePhoto","Take Photo","புகைப்படம் எடு","ProfileSetupScreen","","",""
"2-CORE","auth","tooManyAttemptsError","Too many attempts. Request a new code.","அதிக முயற்சிகள். புதிய குறியீட்டைக் கோரவும்.","OtpScreen","","",""
"2-CORE","auth","uploadingPhoto","Uploading…","பதிவேற்றுகிறது…","ProfileSetupScreen","","",""
"2-CORE","auth","verify","Verify","சரிபார்","OtpScreen","","",""
"2-CORE","report","details.descriptionLabel","Description","விவரம்","SubmitTicketScreen","","",""
"2-CORE","report","details.photoSlot","Photo {{n}}","படம் {{n}}","ReportDetailsPage","","",""
"2-CORE","report","details.photoSlotTapToAdd","Tap to add","சேர்க்க தட்டவும்","ReportDetailsPage","","",""
"2-CORE","report","details.subtitle","Keep it short and specific — this is what people see first.","சுருக்கமாகவும் குறிப்பிட்டதாகவும் வையுங்கள் — மக்கள் முதலில் இதைத்தான் பார்ப்பார்கள்.","(not found — may be built dynamically)","","",""
"2-CORE","report","details.title","Describe the situation","நிலைமையை விவரிக்கவும்","DeleteAccountScreen, FlaggedCommentsScreen, InviteFriendsScreen, MissionJournalScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","report","details.titleLabel","Title","தலைப்பு","(not found — may be built dynamically)","","",""
"2-CORE","report","details.titlePlaceholder","Title, e.g. 'Injured dog near the market'","தலைப்பு, எ.கா. 'சந்தை அருகில் காயமடைந்த நாய்'","(not found — may be built dynamically)","","",""
"2-CORE","report","detailsStep.categoryLabel","Category","வகை","SubmitTicketScreen","","",""
"2-CORE","report","detailsStep.descriptionLabel","What's happening?","என்ன நடக்கிறது?","SubmitTicketScreen","","",""
"2-CORE","report","detailsStep.photosLabel","Photos","புகைப்படங்கள்","ReportDetailsPage","","",""
"2-CORE","report","detailsStep.selectCategory","Select Category","வகையைத் தேர்ந்தெடு","ReportDetailsPage","","",""
"2-CORE","report","detailsStep.titleLabel","Short Title","சுருக்கமான தலைப்பு","ReportDetailsPage","","",""
"2-CORE","report","detailsStep.titlePlaceholder","e.g. Injured dog near bus stop","எ.கா. பேருந்து நிறுத்தம் அருகே காயமடைந்த நாய்","ReportDetailsPage","","",""
"2-CORE","report","edit.categoryLocked","Category cannot be changed after creation.","உருவாக்கிய பிறகு வகையை மாற்ற முடியாது.","EditReportScreen","","",""
"2-CORE","report","edit.descriptionLabel","Description","விவரம்","SubmitTicketScreen","","",""
"2-CORE","report","edit.descriptionPlaceholder","Description","விவரம்","SubmitTicketScreen","","",""
"2-CORE","report","edit.landmarkLabel","Landmark / Street Details","அடையாளம் / தெரு விவரங்கள்","EditReportScreen","","",""
"2-CORE","report","edit.landmarkPlaceholder","Landmark (Optional)","அடையாளம் (விருப்பத்திற்குரியது)","EditReportScreen","","",""
"2-CORE","report","edit.lockedTitle","Editing Unavailable","திருத்தம் கிடைக்கவில்லை","EditReportScreen","","",""
"2-CORE","report","edit.save","Save Changes","மாற்றங்களைச் சேமி","ImpactStorySection","","",""
"2-CORE","report","edit.titlePlaceholder","Title","தலைப்பு","EditReportScreen","","",""
"2-CORE","report","edit.updateFailedTitle","Update Failed","புதுப்பிப்பு தோல்வியடைந்தது","EditReportScreen","","",""
"2-CORE","report","flow.cameraNeededTitle","Camera needed","கேமரா தேவை","ReportFlowScreen","","",""
"2-CORE","report","flow.next","Next","அடுத்து","OnboardingScreen","","",""
"2-CORE","report","flow.ok","OK","சரி","EditReportScreen, RootNavigator","","",""
"2-CORE","report","flow.stepDetails","Details","விவரங்கள்","(not found — may be built dynamically)","","",""
"2-CORE","report","flow.stepLocation","Location","இருப்பிடம்","(not found — may be built dynamically)","","",""
"2-CORE","report","flow.stepPhoto","Photo","புகைப்படம்","(not found — may be built dynamically)","","",""
"2-CORE","report","flow.stepReview","Review","மறுபரிசீலனை","(not found — may be built dynamically)","","",""
"2-CORE","report","flow.uploadFailed","Upload failed","பதிவேற்றம் தோல்வியடைந்தது","ReportFlowScreen","","",""
"2-CORE","report","flowExtra.goHome","Go to Home","முகப்புக்குச் செல்","ReportFlowScreen","","",""
"2-CORE","report","flowExtra.postedTitle","Request Posted ✅","கோரிக்கை வெளியிடப்பட்டது ✅","ReportFlowScreen","","",""
"2-CORE","report","flowExtra.tryAgain","Try Again","மீண்டும் முயற்சி","CommunityComments, ImpactStorySection, MissionChat, RosterSection, VolunteerJourneyScreen","","",""
"2-CORE","report","flowExtra.viewRequest","View Request","கோரிக்கையைப் பார்","ReportFlowScreen","","",""
"2-CORE","report","location.detecting","Detecting your location…","உங்கள் இருப்பிடத்தைக் கண்டறிகிறது…","(not found — may be built dynamically)","","",""
"2-CORE","report","location.landmarkLabel","Landmark","அடையாளம்","(not found — may be built dynamically)","","",""
"2-CORE","report","location.landmarkPlaceholder","Landmark, e.g. 'Opposite the bus stop' (optional)","அடையாளம், எ.கா. 'பேருந்து நிறுத்தத்திற்கு எதிரே' (விருப்பத்திற்குரியது)","(not found — may be built dynamically)","","",""
"2-CORE","report","location.unavailable","Location unavailable","இருப்பிடம் கிடைக்கவில்லை","(not found — may be built dynamically)","","",""
"2-CORE","report","locationStep.detecting","Detecting location…","இருப்பிடத்தைக் கண்டறிகிறது…","ReportLocationPage","","",""
"2-CORE","report","locationStep.expiryDefault","Default: Open for {{duration}}. Override below if needed.","இயல்பு: {{duration}} திறந்திருக்கும். தேவைப்பட்டால் கீழே மாற்றவும்.","ReportLocationPage","","",""
"2-CORE","report","locationStep.expiryManualLabel","Or type hours:","அல்லது மணிநேரங்களைத் தட்டச்சு செய்க:","ReportLocationPage","","",""
"2-CORE","report","locationStep.expiryManualPlaceholder","e.g. 48","எ.கா. 48","ReportLocationPage","","",""
"2-CORE","report","locationStep.expiryMaxHint","Up to {{hours}}h for this category.","இந்த வகைக்கு அதிகபட்சம் {{hours}} மணி நேரம்.","ReportLocationPage","","",""
"2-CORE","report","locationStep.expiryNoCategory","Set a custom duration or pick a category to use its default.","தனிப்பயன் கால அளவை அமைக்கவும் அல்லது ஒரு வகையைத் தேர்ந்தெடுத்து அதன் இயல்பைப் பயன்படுத்தவும்.","ReportLocationPage","","",""
"2-CORE","report","locationStep.expiryPreset","{{hours}}h","{{hours}}ம","ReportLocationPage","","",""
"2-CORE","report","locationStep.expiryUnit","hours","மணிநேரம்","ReportLocationPage","","",""
"2-CORE","report","locationStep.landmarkPlaceholder","Landmark or street details (Optional)","அடையாளம் அல்லது தெரு விவரங்கள் (விருப்பத்திற்குரியது)","ReportLocationPage","","",""
"2-CORE","report","locationStep.locationLabel","Location","இருப்பிடம்","ReportLocationPage","","",""
"2-CORE","report","locationStep.pageTitle","Location & Preferences","இருப்பிடம் & விருப்பங்கள்","ReportLocationPage","","",""
"2-CORE","report","locationStep.unavailable","Location unavailable","இருப்பிடம் கிடைக்கவில்லை","ReportLocationPage","","",""
"2-CORE","report","photo.addAnother","Add Another","மேலும் சேர்","(not found — may be built dynamically)","","",""
"2-CORE","report","photo.removePhoto","Remove photo","புகைப்படத்தை அகற்று","(not found — may be built dynamically)","","",""
"2-CORE","report","photo.takePhoto","Take Photo","புகைப்படம் எடு","ProfileSetupScreen","","",""
"2-CORE","report","photo.takePhotoLabel","Take a photo","புகைப்படம் எடு","(not found — may be built dynamically)","","",""
"2-CORE","report","photo.tapToRemove","{{error}} — tap to remove","{{error}} — அகற்ற தட்டவும்","(not found — may be built dynamically)","","",""
"2-CORE","report","photo.title","Add a photo","புகைப்படம் சேர்","DeleteAccountScreen, FlaggedCommentsScreen, InviteFriendsScreen, MissionJournalScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","report","photo.uploadFailedLabel","Upload failed: {{error}}. Double tap to remove.","பதிவேற்றம் தோல்வியடைந்தது: {{error}}. அகற்ற இருமுறை தட்டவும்.","(not found — may be built dynamically)","","",""
"2-CORE","report","review.postingWithName","Posting with your name","உங்கள் பெயருடன் பதிவிடுகிறது","(not found — may be built dynamically)","","",""
"2-CORE","report","review.title","Review & publish","மறுபரிசீலனை செய்து வெளியிடு","DeleteAccountScreen, FlaggedCommentsScreen, InviteFriendsScreen, MissionJournalScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","requestDetails","afterLabel","After","பின்","ImpactStorySection","","",""
"2-CORE","requestDetails","beforeLabel","Before","முன்","ImpactStorySection","","",""
"2-CORE","requestDetails","commentNotPostedTitle","Comment not posted","கருத்து பதிவிடப்படவில்லை","CommunityComments","","",""
"2-CORE","requestDetails","communityCommentsSubtitle","Public — visible to anyone viewing this request.","பொது — இந்த கோரிக்கையைப் பார்க்கும் அனைவருக்கும் தெரியும்.","(not found — may be built dynamically)","","",""
"2-CORE","requestDetails","communityCommentsTitle","Community Comments","சமூக கருத்துகள்","CommunityComments","","",""
"2-CORE","requestDetails","couldNotCompleteThat","Could not complete that","அதை முடிக்க முடியவில்லை","ImpactStorySection, RosterSection, VolunteerJourneyScreen","","",""
"2-CORE","requestDetails","countLabel","{{activeCount}} / {{count}} joined","{{activeCount}} / {{count}} இணைந்தனர்","RosterSection","","",""
"2-CORE","requestDetails","emptyMessages","No messages yet — say hello.","இதுவரை செய்திகள் இல்லை — வணக்கம் சொல்லுங்கள்.","MissionChat","","",""
"2-CORE","requestDetails","impactStoryLabel","✨ Impact Story","✨ உதவியின் கதை","ImpactStorySection","","",""
"2-CORE","requestDetails","journeyCannotContinue","I cannot continue (Release request)","என்னால் தொடர முடியாது (விடுவிக்கக் கோரு)","VolunteerJourneyScreen","","",""
"2-CORE","requestDetails","journeyNavigateViaMaps","Navigate via Google Maps","Google Maps மூலம் வழிகாட்டு","VolunteerJourneyScreen","","",""
"2-CORE","requestDetails","journeyProgressOnWay","On the Way","வழியில்","VolunteerJourneyScreen","","",""
"2-CORE","requestDetails","journeyProgressReached","Reached Location","இடத்தை அடைந்தேன்","VolunteerJourneyScreen","","",""
"2-CORE","requestDetails","journeyProgressTitle","Update Your Progress","உங்கள் முன்னேற்றத்தைப் புதுப்பிக்கவும்","VolunteerJourneyScreen","","",""
"2-CORE","requestDetails","journeyResponseTimerLabel","Response Timer","பதில் நேரம்","(not found — may be built dynamically)","","",""
"2-CORE","requestDetails","messageNotSentTitle","Message not sent","செய்தி அனுப்பப்படவில்லை","MissionChat","","",""
"2-CORE","requestDetails","messagePlaceholder","Message…","செய்தி…","MissionChat","","",""
"2-CORE","requestDetails","notCompletedTitle","Not completed","முடிக்கப்படவில்லை","CompleteMissionSheet","","",""
"2-CORE","requestDetails","noteAccessibilityLabel","Completion note","நிறைவு குறிப்பு","CompleteMissionSheet","","",""
"2-CORE","requestDetails","notePlaceholder","What did you do? (required)","நீங்கள் என்ன செய்தீர்கள்? (அவசியம்)","CompleteMissionSheet","","",""
"2-CORE","requestDetails","ownerEditLockedTitle","Editing Unavailable","திருத்த முடியாது","RequestDetailsScreen","","",""
"2-CORE","requestDetails","photoCapturedText","Photo captured — tap to retake","புகைப்படம் எடுக்கப்பட்டது — மீண்டும் எடுக்க தட்டவும்","CompleteMissionSheet","","",""
"2-CORE","requestDetails","photoUploadError","Could not upload the photo. Tap to try again.","புகைப்படத்தை பதிவேற்ற முடியவில்லை. மீண்டும் முயற்சிக்க தட்டவும்.","CompleteMissionSheet, ProfileSetupScreen","","",""
"2-CORE","requestDetails","post","Post","பதிவிடு","(not found — may be built dynamically)","","",""
"2-CORE","requestDetails","retakePhotoAccessibilityLabel","Retake completion photo","நிறைவு புகைப்படத்தை மீண்டும் எடு","CompleteMissionSheet","","",""
"2-CORE","requestDetails","save","Save","சேமி","ImpactStorySection","","",""
"2-CORE","requestDetails","saved","Saved","சேமிக்கப்பட்டது","ImpactStorySection, SavedStoriesScreen","","",""
"2-CORE","requestDetails","savedStoriesEmptySubtitle","Tap Save on an Impact Story to keep it here.","ஒரு தாக்கக் கதையில் சேமி என்பதைத் தட்டினால் அது இங்கே இருக்கும்.","SavedStoriesScreen","","",""
"2-CORE","requestDetails","savedStoriesEmptyTitle","No saved stories yet","இதுவரை சேமித்த கதைகள் இல்லை","SavedStoriesScreen","","",""
"2-CORE","requestDetails","savedStoriesTitle","Saved Stories","சேமித்த கதைகள்","SavedStoriesScreen","","",""
"2-CORE","requestDetails","send","Send","அனுப்பு","(not found — may be built dynamically)","","",""
"2-CORE","requestDetails","statusActive","🟢 Active","🟢 செயலில்","RosterSection","","",""
"2-CORE","requestDetails","statusJoined","🟡 Joined","🟡 இணைந்தார்","RosterSection","","",""
"2-CORE","requestDetails","statusReleased","Released","விடுவிக்கப்பட்டது","RosterSection","","",""
"2-CORE","requestDetails","submitCompletionError","Could not submit completion. Try again.","நிறைவை சமர்ப்பிக்க முடியவில்லை. மீண்டும் முயற்சிக்கவும்.","CompleteMissionSheet","","",""
"2-CORE","requestDetails","takeAPhoto","Take a photo","புகைப்படம் எடு","CompleteMissionSheet","","",""
"2-CORE","requestDetails","takePhotoAccessibilityLabel","Take completion photo","நிறைவு புகைப்படம் எடு","CompleteMissionSheet","","",""
"2-CORE","tabs","alerts.emptyTitle","No alerts yet","இன்னும் அறிவிப்புகள் இல்லை","FlaggedCommentsScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","tabs","alerts.markAllRead","Mark all read","அனைத்தையும் படித்ததாகக் குறி","AlertsScreen","","",""
"2-CORE","tabs","alerts.markAllReadLabel","Mark all alerts as read","அனைத்து அறிவிப்புகளையும் படித்ததாகக் குறிக்கவும்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","alerts.tabAll","All","அனைத்தும்","MissionJournalScreen","","",""
"2-CORE","tabs","alerts.tabRequests","Requests","கோரிக்கைகள்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","alerts.tabSystem","System","அமைப்பு","(not found — may be built dynamically)","","",""
"2-CORE","tabs","alerts.tabUpdates","Updates","புதுப்பிப்புகள்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","alerts.title","Alerts","அறிவிப்புகள்","DeleteAccountScreen, FlaggedCommentsScreen, InviteFriendsScreen, MissionJournalScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","tabs","alerts.unreadCountBadge","{{count}} New","{{count}} புதியது","AlertsScreen","","",""
"2-CORE","tabs","categoryList.applyFilters","Apply Filters","வடிகட்டிகளைப் பயன்படுத்து","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.distanceAway","{{distance}} km away","{{distance}} கிமீ தொலைவில்","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.distanceSection","📍 Distance","📍 தூரம்","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.emptySubtitle","No {{category}} requests within {{radius}} km. Pull to refresh.","{{radius}} கிமீ க்குள் {{category}} கோரிக்கைகள் இல்லை. புதுப்பிக்க இழுக்கவும்.","FlaggedCommentsScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","tabs","categoryList.emptyTitle","Nothing open right now","தற்போது எதுவும் திறந்திருக்கவில்லை","FlaggedCommentsScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","tabs","categoryList.filterAndSortLabel","Filter and sort","வடிகட்டி மற்றும் வரிசைப்படுத்து","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.filterSheetTitle","Filter Requests","கோரிக்கைகளை வடிகட்டு","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.kmOption","{{km}} km","{{km}} கிமீ","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.rowLabel","{{title}}, {{distance}} km away, {{time}} remaining","{{title}}, {{distance}} கிமீ தொலைவில், {{time}} மீதம்","FlaggedCommentsScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","tabs","categoryList.searchPlaceholder","Search {{category}} requests…","{{category}} கோரிக்கைகளைத் தேடு…","SupportHomeScreen","","",""
"2-CORE","tabs","categoryList.selectCategory","Select Category","வகையைத் தேர்ந்தெடு","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.sortNearby","Nearby","அருகில்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","categoryList.sortNewest","Newest","புதியவை","(not found — may be built dynamically)","","",""
"2-CORE","tabs","categoryList.sortSection","Sort By","வரிசைப்படுத்து","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.statusAll","All","அனைத்தும்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","categoryList.statusOpenOnly","Open Only","திறந்தவை மட்டும்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","categoryList.statusSection","Status","நிலை","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.viewDetails","View Details ›","விவரங்களைப் பார் ›","CategoryListScreen","","",""
"2-CORE","tabs","categoryList.withinKm","Within {{radius}} km · {{location}}","{{radius}} கிமீ க்குள் · {{location}}","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.alertsLabel","Alerts","அறிவிப்புகள்","DashboardScreen","","",""
"2-CORE","tabs","dashboard.changeLocationLabel","Change location","இருப்பிடத்தை மாற்று","DashboardScreen","","",""
"2-CORE","tabs","dashboard.changeRadiusHint","Change search radius","தேடல் ஆரத்தை மாற்றவும்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.defaultName","there","நண்பரே","DashboardScreen","","",""
"2-CORE","tabs","dashboard.exploreAnotherLocationButton","Explore Another Location","வேறு இடத்தை ஆராயுங்கள்","DashboardScreen","","",""
"2-CORE","tabs","dashboard.exploreAnotherLocationLabel","Explore another location","வேறு இடத்தை ஆராயுங்கள்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.exploreLocationTitle","Explore Location","இருப்பிடத்தை ஆராய்","DashboardScreen","","",""
"2-CORE","tabs","dashboard.exploringBanner","🌍 Exploring {{city}} — not your current location","🌍 {{city}} ஐ ஆராய்கிறீர்கள் — இது உங்கள் தற்போதைய இருப்பிடம் அல்ல","DashboardScreen","","",""
"2-CORE","tabs","dashboard.greetingAfternoon","Good Afternoon, {{name}} 👋","மதிய வணக்கம், {{name}} 👋","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.greetingEvening","Good Evening, {{name}} 👋","மாலை வணக்கம், {{name}} 👋","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.greetingMorning","Good Morning, {{name}} 👋","காலை வணக்கம், {{name}} 👋","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.kilometersLabel","{{km}} kilometers","{{km}} கிலோமீட்டர்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.kmUnit","{{km}} km","{{km}} கிமீ","DashboardScreen","","",""
"2-CORE","tabs","dashboard.liveBadge","LIVE","நேரலை","DashboardScreen","","",""
"2-CORE","tabs","dashboard.locationNeededAction","Turn on location","இருப்பிடத்தை இயக்கு","DashboardScreen","","",""
"2-CORE","tabs","dashboard.locationNeededBody","Uthavu shows requests near you. Turn on location, or pick a place to explore.","உங்களுக்கு அருகில் உள்ள கோரிக்கைகளை உதவு காட்டுகிறது. இருப்பிடத்தை இயக்கவும், அல்லது ஒரு இடத்தைத் தேர்ந்தெடுக்கவும்.","DashboardScreen","","",""
"2-CORE","tabs","dashboard.locationNeededTitle","We need your location","உங்கள் இருப்பிடம் தேவை","DashboardScreen","","",""
"2-CORE","tabs","dashboard.locationRadiusLabel","{{location}}. Search radius {{radius}} kilometers.","{{location}}. தேடல் ஆரம் {{radius}} கிலோமீட்டர்.","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.locationSearchFailed","Could not search that location. Try again.","அந்த இடத்தைத் தேட முடியவில்லை. மீண்டும் முயற்சிக்கவும்.","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.locationUnavailableBody","Couldn't get a location fix. Check that GPS is on, or pick a place to explore.","இருப்பிடத்தைக் கண்டறிய முடியவில்லை. GPS இயக்கத்தில் உள்ளதா எனப் பார்க்கவும், அல்லது ஒரு இடத்தைத் தேர்ந்தெடுக்கவும்.","DashboardScreen","","",""
"2-CORE","tabs","dashboard.noLocationMatch","No match found. Try a different place name.","பொருத்தம் இல்லை. வேறு இடப்பெயரை முயற்சிக்கவும்.","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.popularLocations","Popular Locations","பிரபலமான இடங்கள்","DashboardScreen","","",""
"2-CORE","tabs","dashboard.profileLabel","Profile","சுயவிவரம்","DashboardScreen","","",""
"2-CORE","tabs","dashboard.radiusSheetTitle","📍 Nearby Search Radius","📍 அருகிலுள்ள தேடல் ஆரம்","DashboardScreen","","",""
"2-CORE","tabs","dashboard.reset","Reset","மீட்டமை","CategoryListScreen, DashboardScreen","","",""
"2-CORE","tabs","dashboard.resetLocationLabel","Reset to current location","தற்போதைய இருப்பிடத்திற்குத் திரும்பு","DashboardScreen","","",""
"2-CORE","tabs","dashboard.searchLocationPlaceholder","Search city, area or town…","நகரம், பகுதி அல்லது ஊரைத் தேடுங்கள்…","DashboardScreen","","",""
"2-CORE","tabs","dashboard.searchLocationTitle","Search a location","ஓர் இடத்தைத் தேடுங்கள்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","dashboard.useMyCurrentLocation","Use my current location","எனது தற்போதைய இருப்பிடத்தைப் பயன்படுத்து","DashboardScreen","","",""
"2-CORE","tabs","dashboard.viewArrow","View →","பார் →","DashboardScreen","","",""
"2-CORE","tabs","dashboard.withinKm","Within {{radius}} km · {{location}}","{{radius}} கிமீ க்குள் · {{location}}","DashboardScreen","","",""
"2-CORE","tabs","dashboard.yourGpsLocation","Your GPS location","உங்கள் GPS இருப்பிடம்","DashboardScreen","","",""
"2-CORE","tabs","editProfile.changePhoto","Change photo","புகைப்படத்தை மாற்று","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.changePhotoLabel","Change profile photo","சுயவிவரப் புகைப்படத்தை மாற்று","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.chooseFromLibrary","Choose from Library","நூலகத்திலிருந்து தேர்வுசெய்","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.emailInvalid","Enter a valid email","சரியான மின்னஞ்சலை உள்ளிடவும்","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.emailLabel","Email address","மின்னஞ்சல் முகவரி","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.emailPlaceholder","Email address (optional)","மின்னஞ்சல் முகவரி (விருப்பத்தேர்வு)","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.fullNameLabel","Full name","முழு பெயர்","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.fullNamePlaceholder","Full name","முழு பெயர்","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.languageLabel","Preferred language","விருப்பமான மொழி","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.languagePlaceholder","Preferred language (optional)","விருப்பமான மொழி (விருப்பத்தேர்வு)","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.locationNotSet","Location not set","இருப்பிடம் அமைக்கப்படவில்லை","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.organizationLabel","Organization","நிறுவனம்","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.organizationPlaceholder","Organization (optional)","நிறுவனம் (விருப்பத்தேர்வு)","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.photoAlertMessage","Add a photo so others can recognize you.","மற்றவர்கள் உங்களை அடையாளம் காண ஒரு புகைப்படத்தைச் சேர்க்கவும்.","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.photoAlertTitle","Profile Photo","சுயவிவரப் புகைப்படம்","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.photoUploadFailed","Could not upload photo. Tap to try again, or continue without one.","புகைப்படத்தைப் பதிவேற்ற முடியவில்லை. மீண்டும் முயற்சிக்க தட்டவும், அல்லது இல்லாமல் தொடரவும்.","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.professionLabel","Profession","தொழில்","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.professionOther","Other","மற்றவை","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.professionOtherPlaceholder","Enter your profession","உங்கள் தொழிலை உள்ளிடவும்","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.professionPlaceholder","Profession (optional)","தொழில் (விருப்பத்தேர்வு)","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.saveFailed","Could not save your profile. Try again.","உங்கள் சுயவிவரத்தைச் சேமிக்க முடியவில்லை. மீண்டும் முயற்சிக்கவும்.","EditProfileScreen","","",""
"2-CORE","tabs","editProfile.showProfessionToggle","Show profession on public profile","பொது சுயவிவரத்தில் தொழிலைக் காட்டு","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.takePhoto","Take Photo","புகைப்படம் எடு","ProfileSetupScreen","","",""
"2-CORE","tabs","editProfile.title","Edit profile","சுயவிவரத்தைத் திருத்து","DeleteAccountScreen, FlaggedCommentsScreen, InviteFriendsScreen, MissionJournalScreen, MyImpactStoriesScreen, SupportHomeScreen","","",""
"2-CORE","tabs","editProfile.uploading","Uploading…","பதிவேற்றுகிறது…","EditProfileScreen","","",""
"2-CORE","tabs","myHelps.assignedTimeAgo","Assigned {{time}}","{{time}} நியமிக்கப்பட்டது","(not found — may be built dynamically)","","",""
"2-CORE","tabs","myHelps.emptyStoriesTitle","No impact stories yet","இதுவரை தாக்கக் கதைகள் இல்லை","(not found — may be built dynamically)","","",""
"2-CORE","tabs","myHelps.postedBy","Posted by {{name}}","{{name}} வெளியிட்டார்","CategoryListScreen, MyHelpsScreen","","",""
"2-CORE","tabs","myHelps.rowLabel","{{title}}, {{category}}, {{status}}","{{title}}, {{category}}, {{status}}","FlaggedCommentsScreen, MyImpactStoriesScreen, SupportHomeScreen","no words to translate — correct as-is","",""
"2-CORE","tabs","myHelps.storyCompletedBadge","Completed","நிறைவு செய்யப்பட்டது","MyHelpsScreen","","",""
"2-CORE","tabs","myHelps.tabActiveQueue","Active Queue ({{count}})","செயலில் உள்ள வரிசை ({{count}})","MyHelpsScreen","","",""
"2-CORE","tabs","myHelps.tabImpactStories","Impact Stories ({{count}})","தாக்கக் கதைகள் ({{count}})","MyHelpsScreen","","",""
"2-CORE","tabs","myHelps.viewProgress","View Progress","முன்னேற்றத்தைப் பார்","MyHelpsScreen","","",""
"2-CORE","tabs","myHelps.viewStory","View Story","கதையைப் பார்","MyImpactStoriesScreen","","",""
"2-CORE","tabs","myReports.badgeCompleted","Completed","நிறைவு செய்யப்பட்டது","MyReportsScreen","","",""
"2-CORE","tabs","myReports.badgeOpen","Status: Open","நிலை: திறந்துள்ளது","MyReportsScreen","","",""
"2-CORE","tabs","myReports.emptyHistorySubtitle","Nothing here yet in your history.","உங்கள் வரலாற்றில் இதுவரை எதுவும் இல்லை.","MyReportsScreen","","",""
"2-CORE","tabs","myReports.tabActive","Active","செயலில்","(not found — may be built dynamically)","","",""
"2-CORE","tabs","myReports.tabCompleted","Completed","நிறைவு","MissionJournalScreen","","",""
"2-CORE","tabs","myReports.viewAction","View","பார்","MyReportsScreen","","",""
"2-CORE","tabs","profile.defaultName","Uthavu user","உதவு பயனர்","ProfileScreen","","",""
